"year","ST_PC1","ST_PC2","AT_PC1","AT_PC2","WS_PC1","WS_PC2","sample","calcite_thickness_mm","aragonite_thickness_mm","storage_condition","shell_height","aperture_width","aperture_height","country","location","PC1","PC2","PC3","PC4","PC5","aperture_ellipses"
1938,-0.923514341905869,0.802888049568213,0.828698101148929,-0.815621995730543,-2.10990379057858,0.574874402218824,"16_7",1.01038839130435,0.125060130434783,"ethanol",27.61,12.45,17.46,"Belgium","ZEE",0.00137204983812171,0.00148416623584053,0.00045087884178874,0.00011879619728973,0.00028045630211685,170.727496564847
1938,-0.923514341905869,0.802888049568213,0.828698101148929,-0.815621995730543,-2.10990379057858,0.574874402218824,"16_8",0.5453051,0.1941351,"ethanol",28.62,11.57,16.13,"Belgium","ZEE",-0.00034273491665629,0.00093836089210192,0.00030370144264664,-1.17295778606226e-05,-0.00012266744415965,146.574225385702
1938,-0.923514341905869,0.802888049568213,0.828698101148929,-0.815621995730543,-2.10990379057858,0.574874402218824,"16_9",0.647059566666667,0.172319266666667,"ethanol",29.24,10.86,16.99,"Belgium","ZEE",0.00254708919213243,4.84667026471855e-05,-0.0006765076052026,0.00024056228025177,0.00028019203543369,144.914914685892
1945,-2.86132176778266,-5.21290983825159,-6.18824067033308,1.11850635610629,1.35629742056073,-2.21980603550624,"18_1",NA,NA,"ethanol",26.97,10.5,10.9,"Belgium","KNO",0.00288026958426812,0.00048113127044953,-0.00039615082924033,-0.0006036276767836,0.00038723504428842,89.888819800838
1945,-2.86132176778266,-5.21290983825159,-6.18824067033308,1.11850635610629,1.35629742056073,-2.21980603550624,"18_10",NA,NA,"ethanol",27.65,10.67,17.02,"Belgium","KNO",0.00313000971322555,-1.26253722883974e-05,0.00011527013980865,3.98370594837544e-05,0.00027826739890386,142.630976826732
1945,-2.86132176778266,-5.21290983825159,-6.18824067033308,1.11850635610629,1.35629742056073,-2.21980603550624,"18_2",0.794356333333333,0.127794233333333,"ethanol",27.1,10.75,15.2,"Belgium","KNO",0.00221308704671022,0.00017072331700188,-0.00022267789926973,-0.00012835156380932,-8.71251371725235e-05,128.334059899143
1945,-2.86132176778266,-5.21290983825159,-6.18824067033308,1.11850635610629,1.35629742056073,-2.21980603550624,"18_3",0.573220833333333,0.0864377333333333,"ethanol",26.26,10.45,15.02,"Belgium","KNO",0.00300114126693045,-0.00029188196922446,0.00011097475446677,-1.98840307236807e-05,0.00058414577250669,123.2753103287
1945,-2.86132176778266,-5.21290983825159,-6.18824067033308,1.11850635610629,1.35629742056073,-2.21980603550624,"18_4",0.511922733333333,0.177558033333333,"ethanol",27.5,10.32,15.64,"Belgium","KNO",0.00068838044088607,0.00024895509712089,0.00021309035363261,2.26620316887401e-06,-0.00052331809700651,126.767033483532
1945,-2.86132176778266,-5.21290983825159,-6.18824067033308,1.11850635610629,1.35629742056073,-2.21980603550624,"18_5",0.565878566666667,0.173089466666667,"ethanol",26.51,10.2,16.06,"Belgium","KNO",0.00175898456399963,6.89752491583363e-05,-0.00016772561009644,0.00029856904085142,-0.00011492197368731,128.657643942463
1945,-2.86132176778266,-5.21290983825159,-6.18824067033308,1.11850635610629,1.35629742056073,-2.21980603550624,"18_6",0.425374266666667,0.1978216,"ethanol",27.26,10.89,16.2,"Belgium","KNO",0.00272043755564605,-0.00054599585156509,-8.34745367191154e-05,3.56448269010838e-05,-2.82815259167892e-05,138.558373190251
1945,-2.86132176778266,-5.21290983825159,-6.18824067033308,1.11850635610629,1.35629742056073,-2.21980603550624,"18_7",0.774481571428571,0.131663071428571,"ethanol",25.63,10.86,14.32,"Belgium","KNO",-0.00065919002977367,0.00061181996887406,-0.00011858005714574,0.00018763871944307,1.91580444882141e-05,122.141352460387
1945,-2.86132176778266,-5.21290983825159,-6.18824067033308,1.11850635610629,1.35629742056073,-2.21980603550624,"18_8",0.6564674,0.1309221,"ethanol",28.94,11.38,16.66,"Belgium","KNO",0.00139202042113509,-0.00132093619711508,0.00102646945658451,-0.00040672839174905,-0.00012673799751443,148.904266117053
1945,-2.86132176778266,-5.21290983825159,-6.18824067033308,1.11850635610629,1.35629742056073,-2.21980603550624,"18_9",0.824690928571429,0.0698596785714286,"ethanol",27.89,11.56,16.65,"Belgium","KNO",-0.00069534669394138,-0.00047235342996313,0.000168624350272,-8.01932882734857e-05,0.00030433849890638,151.16872610176
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"19_1",0.485024533333333,0.117204366666667,"ethanol",29.44,13.04,17.93,"Belgium","OST",0.00156119589619702,0.00016871711209388,-0.00041083352645053,-2.54132778221107e-05,-0.00028981605006005,183.6317454691
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"19_2",0.414577133333333,0.158019,"ethanol",26.04,9.41,14.38,"Belgium","OST",0.00360249422221826,-0.00177814214839571,-0.00011049487453371,0.00016584960310841,2.80923889423524e-05,106.276780798656
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"20_1",0.3852052,0.0675405,"ethanol",25.25,11.15,15.18,"Belgium","OST",0.00166869133505345,-0.0003329176022365,0.00033182496687138,7.31155787806214e-05,-0.00022219700874702,132.934136942162
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"20_2",NA,NA,"ethanol",22.35,9.29,13.22,"Belgium","OST",0.00146358323030023,-0.00074036428077998,-2.5319735983931e-05,-0.0003757490577882,0.00011965827465015,96.4577329598615
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"20_3",0.6986088,0.0385914666666667,"ethanol",23.69,10.09,14.44,"Belgium","OST",0.0015832537173944,-0.00072905922114159,0.00063432436483748,0.00065853179293547,5.42899748985812e-05,114.432198247743
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"20_4",0.654452366666667,0.0876355666666667,"ethanol",29.99,11.89,17.25,"Belgium","OST",0.00462533139377044,-0.0012060841354489,0.00054713176470879,-0.00014949582107901,0.00044288461287668,161.087126808225
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"20_5",0.750713666666667,0.0713344,"ethanol",26.25,11.24,14.49,"Belgium","OST",0.00236395277120496,-0.00069957666084469,-0.0002719051010847,0.00090904835069258,-0.00010556022242038,127.91591391695
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"20_6",0.581757633333333,0.0780720333333333,"ethanol",22.58,9.36,13.74,"Belgium","OST",0.00372701056384083,-0.00094315396673825,-0.00042209000349138,0.00015854576588403,0.00015138855557117,101.007230361158
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"20_7",0.635096833333333,0.0636502,"ethanol",26.06,10.79,15.39,"Belgium","OST",-0.00320649392477591,0.00188720403164322,-0.00010232820254978,0.00015569416073824,-7.47342364731738e-05,130.42172675727
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"20_8",0.4264941,0.0491048,"ethanol",25.99,10.64,15.45,"Belgium","OST",-0.00041255239687406,0.00080591981553764,-0.00067621431943718,0.00016512439589564,-0.00053436402719814,129.11003328458
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"20_9",0.5511935,0.0946082333333333,"ethanol",27.34,10.79,16.24,"Belgium","OST",4.96568549391615e-05,0.00012618440565913,7.36840097958688e-05,-0.00027088724436972,2.68250812321602e-05,137.625006012869
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"22_1",0.928527823529412,0.120595882352941,"ethanol",25.16,10.86,13.81,"Belgium","ZEE",0.00182198906016478,-0.0014006241365972,0.00083274129304746,-3.03125696695318e-05,-6.61093779210551e-05,117.791346192594
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"22_2",0.948789047619048,0.181703761904762,"ethanol",27.83,11.96,15.38,"Belgium","ZEE",0.00187200423361005,-0.0007900691092287,0.00012921544021389,0.00063458324130741,5.8198077467086e-05,144.469908086511
1946,4.46263547485636,-1.80783901381325,3.65623522489819,0.569329714854896,0.266500466682437,-0.0244489079720034,"22_3",0.76774325,0.146819892857143,"ethanol",28.37,11.58,15.26,"Belgium","ZEE",0.00401279583188414,0.00056651662464727,0.0001918521792619,-0.00012039953728226,0.00070833205531265,138.788337772494
1947,3.886946404706,-0.0419728156142787,3.30511382329045,-0.0732228966838816,2.33096379883331,-2.22386755977011,"24_1",0.673735,0.137831833333333,"ethanol",27.25,11.18,16.31,"Belgium","ZEE",0.00292636089809995,-0.00030335651348719,8.72579064314429e-05,-0.00015355277246965,0.00026060421005358,143.214056423238
1947,3.886946404706,-0.0419728156142787,3.30511382329045,-0.0732228966838816,2.33096379883331,-2.22386755977011,"24_10",0.531128766666667,0.1310631,"ethanol",29.4,11.35,16.01,"Belgium","ZEE",0.00269384633936217,-0.00106234523910371,0.00025500782000333,0.00022704814559481,-0.00028724472528989,142.717449164522
1947,3.886946404706,-0.0419728156142787,3.30511382329045,-0.0732228966838816,2.33096379883331,-2.22386755977011,"24_2",0.6163949,0.199153733333333,"ethanol",30.55,12.36,15.99,"Belgium","ZEE",0.0016292122515382,-0.0003436047748633,-0.00048306954858628,-4.56101638340238e-05,-3.07318822906265e-05,155.223265580483
1947,3.886946404706,-0.0419728156142787,3.30511382329045,-0.0732228966838816,2.33096379883331,-2.22386755977011,"24_3",0.577539533333333,0.1549867,"ethanol",28.7,12.71,15.95,"Belgium","ZEE",-0.00475363655254258,-0.00127857857077708,-0.00034864073160942,-0.00029830919263319,0.00026179727754861,159.219449975666
1947,3.886946404706,-0.0419728156142787,3.30511382329045,-0.0732228966838816,2.33096379883331,-2.22386755977011,"24_4",0.688412633333333,0.106695466666667,"ethanol",25.73,9.91,16.8,"Belgium","ZEE",0.00016775805682085,0.00102213348767731,0.00025704217537215,0.00033665606765271,-0.00023921252195768,130.759369427714
1947,3.886946404706,-0.0419728156142787,3.30511382329045,-0.0732228966838816,2.33096379883331,-2.22386755977011,"24_5",0.554823266666667,0.1458505,"ethanol",27.79,10.83,14.79,"Belgium","ZEE",0.00305512639898794,0.00093514250667141,-0.00063411072591208,-0.00025474618543168,0.00042404362007357,125.801700600901
1947,3.886946404706,-0.0419728156142787,3.30511382329045,-0.0732228966838816,2.33096379883331,-2.22386755977011,"24_6",0.5155666,0.1531427,"ethanol",27.22,11.23,16.42,"Belgium","ZEE",0.00046443592690505,-0.00011636518406336,0.00013209950018434,1.83192534274497e-05,-0.00010980309183004,144.824750976734
1947,3.886946404706,-0.0419728156142787,3.30511382329045,-0.0732228966838816,2.33096379883331,-2.22386755977011,"24_7",0.564089766666667,0.243964666666667,"ethanol",30.21,12,15.79,"Belgium","ZEE",0.00079181409718552,-0.00050391483774298,0.00037821991298851,0.00024571412745347,6.60077145539922e-05,148.817244000548
1947,3.886946404706,-0.0419728156142787,3.30511382329045,-0.0732228966838816,2.33096379883331,-2.22386755977011,"24_8",0.413573833333333,0.167243666666667,"ethanol",28.74,11.54,15.89,"Belgium","ZEE",-0.00271298192431745,-0.00167252339679,8.00494798569827e-05,0.00021140643860912,-0.00014515952885288,144.018932461088
1947,3.886946404706,-0.0419728156142787,3.30511382329045,-0.0732228966838816,2.33096379883331,-2.22386755977011,"24_9",0.3993038,0.181257666666667,"ethanol",26.39,10.43,14.09,"Belgium","ZEE",0.00205910790261192,-0.00147358081883324,-0.00039533330979297,0.00013077221137297,-0.00012339175135187,115.421093075277
1948,4.38095979974563,-0.680769590201856,3.46918117979747,0.813073554330029,1.82248392395914,-2.70263655365269,"25_1",0.4475191,0.0833184,"dry",26.16,10.33,14.5,"Belgium","ZEE",0.0018207852143552,0.00047604365318182,-0.00071811001707769,-0.00085140875271287,-6.67715157865751e-05,117.640863904487
1948,4.38095979974563,-0.680769590201856,3.46918117979747,0.813073554330029,1.82248392395914,-2.70263655365269,"25_2",0.947369565217391,0.0800449565217391,"dry",27.14,10.67,17.24,"Belgium","ZEE",-0.00294104376606052,0.00017718560292401,0.00012504185767959,-8.35544692883169e-05,-0.00025920764198143,144.474620475491
1948,4.38095979974563,-0.680769590201856,3.46918117979747,0.813073554330029,1.82248392395914,-2.70263655365269,"25_3",0.486119866666667,0.0817096,"dry",29.69,11.79,16.51,"Belgium","ZEE",0.00258104933612343,-0.00041964359553975,-0.00058263032702533,-0.00033870069233446,0.0001689998252724,152.880030159987
1949,2.4603160009806,0.51323699540674,2.80945720856338,0.396794703030347,1.3503108680398,-2.71803642311531,"26_1",0.6074095,0.236746366666667,"ethanol",27.8,12.31,15.92,"Belgium","ZEE",-0.00345841361994849,0.00069074150568903,0.00129726869301075,4.2656288794114e-05,0.00014459671777876,153.918562151448
1949,2.4603160009806,0.51323699540674,2.80945720856338,0.396794703030347,1.3503108680398,-2.71803642311531,"26_2",0.781640909090909,0.251206272727273,"ethanol",26.16,10.22,14.94,"Belgium","ZEE",0.0007222329350145,0.00039445487666781,0.00076773280016597,-3.93548749568856e-05,-0.00021644275483045,119.919932295034
1949,2.4603160009806,0.51323699540674,2.80945720856338,0.396794703030347,1.3503108680398,-2.71803642311531,"26_3",0.6689555,0.17024,"ethanol",22.75,9.55,14.31,"Belgium","ZEE",-0.00089855226553485,0.000282569266926,0.00062177399550104,0.00045650520686914,0.00021037860821066,107.332905708977
1949,2.4603160009806,0.51323699540674,2.80945720856338,0.396794703030347,1.3503108680398,-2.71803642311531,"26_4",0.403242733333333,0.278701633333333,"ethanol",26.02,10.52,14.62,"Belgium","ZEE",-0.00071113276679084,-0.00103011983718912,0.00085931750019651,0.00024556169675542,-3.31936312824485e-05,120.79612248612
1949,2.4603160009806,0.51323699540674,2.80945720856338,0.396794703030347,1.3503108680398,-2.71803642311531,"26_5",1.1672622,0.0936461,"ethanol",24.06,9.82,15.82,"Belgium","ZEE",-0.00196225961582381,0.00090324557210235,0.0007067528155007,0.00083054051791514,0.0003960875938695,122.013489639386
1949,2.4603160009806,0.51323699540674,2.80945720856338,0.396794703030347,1.3503108680398,-2.71803642311531,"26_6",0.581387344827586,0.194778862068966,"ethanol",22.81,9.96,14.57,"Belgium","ZEE",-0.00235977228173984,0.00190421144335427,0.00060250299689542,0.00076468509874174,4.55543544314846e-05,113.97478235738
1949,2.4603160009806,0.51323699540674,2.80945720856338,0.396794703030347,1.3503108680398,-2.71803642311531,"26_7",0.801864166666667,0.262817166666667,"ethanol",28.54,11.59,17.98,"Belgium","ZEE",7.58027071198677e-05,0.00158817115513278,0.00054284495600884,-0.00076218814527094,0.00033344481792049,163.6677095537
1949,2.4603160009806,0.51323699540674,2.80945720856338,0.396794703030347,1.3503108680398,-2.71803642311531,"26_8",0.814812448275862,0.14861375862069,"ethanol",27.57,10.99,15.71,"Belgium","ZEE",0.00326455458056976,0.00106332102618762,-0.00058219904023495,0.00017889200714343,0.00086803348584079,135.601270565243
1949,2.4603160009806,0.51323699540674,2.80945720856338,0.396794703030347,1.3503108680398,-2.71803642311531,"26_9",0.639124033333333,0.0885004,"ethanol",26.79,11.08,15.94,"Belgium","ZEE",0.00130706451357057,0.00110950180220726,0.0005833870210856,0.00018851060792501,1.39929873008232e-05,138.713253708073
1967,-0.727560528073622,-0.347624366446245,-1.01190698239594,1.75437287322124,1.645731203763,1.78064958295872,"27_1",0.624418233333333,0.147273933333333,"dry",24.11,10.77,14.04,"Belgium","ZEE",-0.00045993388912398,0.0013345752369557,0.00011719264406306,-0.00108625725388863,-0.00037013784607987,118.760684605859
1967,-0.727560528073622,-0.347624366446245,-1.01190698239594,1.75437287322124,1.645731203763,1.78064958295872,"27_2",0.863197956521739,0.158055695652174,"dry",29,10.92,16.51,"Belgium","ZEE",-0.00085356544414067,-0.00077597827655833,-0.00012865771425315,8.87724291965148e-05,-0.00013832715077021,141.598806560395
1967,-0.727560528073622,-0.347624366446245,-1.01190698239594,1.75437287322124,1.645731203763,1.78064958295872,"27_3",0.94697535,0.3316188,"dry",26.83,10.67,14.84,"Belgium","ZEE",-0.00071709991098885,0.00188159608931886,-0.00032091950390316,-0.00054316684152501,0.00011086133033082,124.362144307209
1967,-0.727560528073622,-0.347624366446245,-1.01190698239594,1.75437287322124,1.645731203763,1.78064958295872,"27_4",0.625180366666667,0.1136541,"dry",25.73,10.76,14.97,"Belgium","ZEE",0.00218350479223104,-0.00032747882725516,-0.00010468311112994,-0.00025830754819237,0.00024967795530656,126.509737045203
1977,0.484200220049881,0.33652218868111,0.416244980947815,1.33953021778477,3.16838024804597,1.94628240327545,"31_1",0.955418043478261,0.116538739130435,"dry",27.41,11.8,15.58,"Belgium","ZEE",-0.0024318242907629,0.00019099385653506,0.0006274121913553,8.14087100706308e-05,0.00038628958797179,144.39073995164
1977,0.484200220049881,0.33652218868111,0.416244980947815,1.33953021778477,3.16838024804597,1.94628240327545,"31_10",NA,NA,"dry",29.21,11.9,15.3,"Belgium","ZEE",-0.00018482954440997,-0.00073856425266227,-0.00073406152673393,-0.00013039657688738,-0.00033554270606579,142.997443609773
1977,0.484200220049881,0.33652218868111,0.416244980947815,1.33953021778477,3.16838024804597,1.94628240327545,"31_2",0.432372966666667,0.113494733333333,"dry",27.73,11.26,16.37,"Belgium","ZEE",0.00151602674852824,-0.00038458076512958,0.00065258744844995,-0.00028392480522874,-0.0001925605316138,144.769458946031
1977,0.484200220049881,0.33652218868111,0.416244980947815,1.33953021778477,3.16838024804597,1.94628240327545,"31_3",0.750283266666667,0.127667,"dry",32.43,13.87,18.71,"Belgium","ZEE",-0.00265213176563271,-0.00101646827582639,0.00059508869091268,8.26416574103854e-05,0.00018614816039618,203.816870967496
1977,0.484200220049881,0.33652218868111,0.416244980947815,1.33953021778477,3.16838024804597,1.94628240327545,"31_4",0.671676074074074,0.167227074074074,"dry",27.39,10.97,15.27,"Belgium","ZEE",0.00034122415694322,-4.67268685796715e-05,-0.00052699641537719,0.0007230006978361,0.00028285070087748,131.563538607217
1977,0.484200220049881,0.33652218868111,0.416244980947815,1.33953021778477,3.16838024804597,1.94628240327545,"31_5",0.478773766666667,0.205366366666667,"dry",27.5,11.59,15.06,"Belgium","ZEE",-0.00112904502201104,0.00106375263671003,8.35164769003953e-06,-6.57212013877259e-05,-0.00020893389216111,137.087636589473
1977,0.484200220049881,0.33652218868111,0.416244980947815,1.33953021778477,3.16838024804597,1.94628240327545,"31_6",0.875944761904762,0.194118285714286,"dry",26.25,10.98,15.77,"Belgium","ZEE",-0.00363305926086944,0.00050097102158706,0.00041795405803447,0.00022050857038877,-7.41647433449785e-05,135.99530482382
1977,0.484200220049881,0.33652218868111,0.416244980947815,1.33953021778477,3.16838024804597,1.94628240327545,"31_7",0.854157344827586,0.151276517241379,"dry",27.05,10.67,14.5,"Belgium","ZEE",-0.00375532532357862,0.00053192830976768,-0.00064191885535143,0.00012341819917429,0.00036555830561047,121.512876850036
1977,0.484200220049881,0.33652218868111,0.416244980947815,1.33953021778477,3.16838024804597,1.94628240327545,"31_8",0.878588233333333,0.197089833333333,"dry",31.11,11.9,17.38,"Belgium","ZEE",-0.00213918422090606,6.45882567942354e-05,-0.00056249098113137,7.55326730808851e-05,-0.0003459603972759,162.437618950187
1977,0.484200220049881,0.33652218868111,0.416244980947815,1.33953021778477,3.16838024804597,1.94628240327545,"31_9",NA,NA,"dry",27.92,12.34,15.72,"Belgium","ZEE",-0.00326522053971842,4.6811715951252e-05,5.04932305202126e-05,0.00045107410275804,-0.00054304478464898,152.355305647021
1978,0.359765726597829,-0.016288354813665,-0.488625118722141,1.3112559899644,2.74939728923643,2.23780718792008,"32_1",0.652167866666667,0.394311833333333,"dry",30.9,12.33,15.32,"Belgium","ZEE",-0.0050084490717095,-0.00043391081562315,-0.00091195330884238,0.00041337059087404,5.3695550098594e-05,148.358257313859
1978,0.359765726597829,-0.016288354813665,-0.488625118722141,1.3112559899644,2.74939728923643,2.23780718792008,"32_2",0.751774695652174,0.322388608695652,"dry",31.93,12.84,17.82,"Belgium","ZEE",0.00025816713982567,0.00043370522000193,-0.00022005647706284,0.00021802527603057,-0.00035484313673169,179.706011289174
1978,0.359765726597829,-0.016288354813665,-0.488625118722141,1.3112559899644,2.74939728923643,2.23780718792008,"32_3",0.615678555555556,0.287572259259259,"dry",30.92,12.71,16.3,"Belgium","ZEE",-0.00031243314851435,-0.00049328994342829,0.00039738095722075,-0.00036824425763098,-0.00013110649688592,162.71329370554
1978,0.359765726597829,-0.016288354813665,-0.488625118722141,1.3112559899644,2.74939728923643,2.23780718792008,"32_4",1.0918087,0.145133133333333,"dry",30.56,12.41,16.92,"Belgium","ZEE",-0.00560737886863439,-0.00055032896658204,-0.0008331400944668,-0.00011024630724202,0.00140313370197229,164.915707235339
2019,2.41808080488779,1.7346769768666,-0.780661076186845,2.45329129216749,3.16803069103794,3.23571575654205,"33_1",0.8461853,0.244616066666667,"fresh",34.6,14.39,20.28,"Belgium","ZEE",-0.00153768002556365,-0.00048789659427052,-0.0003519660877439,-0.00065806759697201,-0.00038742277049554,229.202117705747
2019,2.41808080488779,1.7346769768666,-0.780661076186845,2.45329129216749,3.16803069103794,3.23571575654205,"33_2",0.8483213,0.215497,"fresh",30.47,12.04,16.72,"Belgium","ZEE",0.00289196093494786,0.00075216269883899,-0.00127245670288976,-0.00035393380530501,-7.889865424676e-05,158.107561795744
2019,2.41808080488779,1.7346769768666,-0.780661076186845,2.45329129216749,3.16803069103794,3.23571575654205,"33_3",0.704360566666667,0.225466866666667,"fresh",32.45,14.46,19.21,"Belgium","ZEE",-0.00674718064819972,0.00025726229211028,-0.00017268044022861,-0.00026861023145465,0.00092964922884904,218.165231474788
2019,2.41808080488779,1.7346769768666,-0.780661076186845,2.45329129216749,3.16803069103794,3.23571575654205,"33_4",1.1964651,0.0973779,"fresh",32.33,13.84,19.53,"Belgium","ZEE",0.00143060886930654,0.0003559306791087,-0.00016127356216933,-0.00067678250032396,-0.00044887621526398,212.289353655146
2019,2.41808080488779,1.7346769768666,-0.780661076186845,2.45329129216749,3.16803069103794,3.23571575654205,"33_5",0.772838466666667,0.1510603,"fresh",36.16,13.9,18.76,"Belgium","ZEE",0.0027992211519168,-0.00071976627359945,-0.00072027313148605,-0.00024106227214193,-0.00035622363546816,204.803566680172
2019,2.41808080488779,1.7346769768666,-0.780661076186845,2.45329129216749,3.16803069103794,3.23571575654205,"33_6",0.824880766666667,0.1979224,"fresh",31.21,12.91,17.62,"Belgium","ZEE",-0.00139710218859298,2.40563279364218e-05,0.00034270776920531,-6.4190694345953e-05,-2.75120987679867e-05,178.657818900304
2019,2.41808080488779,1.7346769768666,-0.780661076186845,2.45329129216749,3.16803069103794,3.23571575654205,"33_7",1.17690352173913,0.142687739130435,"fresh",35.8,14.88,19.43,"Belgium","ZEE",-0.00430533380958946,-0.00126104942306189,0.00021503534243469,-0.00097944010574674,9.64065579944823e-05,227.073060364409
2019,2.41808080488779,1.7346769768666,-0.780661076186845,2.45329129216749,3.16803069103794,3.23571575654205,"33_8",1.07182816666667,0.106110266666667,"fresh",35.25,14.01,20.57,"Belgium","ZEE",-0.00533382258127006,-0.00177185675676394,-0.00015341501738288,-0.00078103850648223,4.26215651678695e-05,226.340519497408
2019,2.41808080488779,1.7346769768666,-0.780661076186845,2.45329129216749,3.16803069103794,3.23571575654205,"33_9",1.03757953333333,0.129696566666667,"fresh",33.06,12.99,19.17,"Belgium","ZEE",-0.00291643874777095,0.00015777577911908,-0.0005408853457251,-0.00026460807303752,-0.00011590174932749,195.578515472355
