"sample","calcite_thickness_mm","aragonite_thickness_mm","storage_condition","shell_height","aperture_width","aperture_height","country","location","year","PC1","PC2","PC3","PC4","PC5","aperture_ellipses"
"22_1",0.928527823529412,0.120595882352941,"ethanol",25.16,10.86,13.81,"Belgium","ZEE",1946,0.0413443114471826,0.00027364329896438,0.00665123094958026,0.016308898224163,0.00315818311615238,117.791346192594
"22_2",0.948789047619048,0.181703761904762,"ethanol",27.83,11.96,15.38,"Belgium","ZEE",1946,0.0283463598039248,0.0116436063917536,-0.0205585882944085,0.00345908170888396,0.00461895166537591,144.469908086511
"22_3",0.76774325,0.146819892857143,"ethanol",28.37,11.58,15.26,"Belgium","ZEE",1946,0.00276307227190124,0.0247001990860568,-0.0207060769148637,0.0100040007134581,0.00161100848913094,138.788337772494
"24_1",0.673735,0.137831833333333,"ethanol",27.25,11.18,16.31,"Belgium","ZEE",1947,0.0198627899790634,-0.0136040343892054,-0.0041387820302293,0.00927050903189491,0.00207860156128229,143.214056423238
"24_10",0.531128766666667,0.1310631,"ethanol",29.4,11.35,16.01,"Belgium","ZEE",1947,0.0507543982632797,0.033550433398281,0.0302449217612014,-0.00460371324131144,0.0126511215003,142.717449164522
"24_2",0.6163949,0.199153733333333,"ethanol",30.55,12.36,15.99,"Belgium","ZEE",1947,0.0147335032274363,-0.00179064606361861,-0.0209686699428995,-0.00096747676320356,-0.0208920792295887,155.223265580483
"24_3",0.577539533333333,0.1549867,"ethanol",28.7,12.71,15.95,"Belgium","ZEE",1947,0.0422463090863555,0.0264357462844752,0.0306885164439859,-0.00528099132041654,0.00455545581629884,159.219449975666
"24_4",0.688412633333333,0.106695466666667,"ethanol",25.73,9.91,16.8,"Belgium","ZEE",1947,-0.0263308837430383,0.0390971222370259,0.015169271308688,-0.00598492345335328,0.00579220794463829,130.759369427714
"24_5",0.554823266666667,0.1458505,"ethanol",27.79,10.83,14.79,"Belgium","ZEE",1947,0.00338136861082775,0.01297885530105,0.0106261990153966,-0.00315581190283896,0.0069263599323316,125.801700600901
"24_6",0.5155666,0.1531427,"ethanol",27.22,11.23,16.42,"Belgium","ZEE",1947,0.00031855858203634,-0.00384459934981145,-0.00812942271431903,0.0098085855323094,-0.00592000859586781,144.824750976734
"24_7",0.564089766666667,0.243964666666667,"ethanol",30.21,12,15.79,"Belgium","ZEE",1947,0.00879880303279452,-0.0135875262186739,-0.011898468236069,0.0102735770181132,0.00506122566845398,148.817244000548
"24_8",0.413573833333333,0.167243666666667,"ethanol",28.74,11.54,15.89,"Belgium","ZEE",1947,0.0399562328478221,-0.00278772230268293,-0.00655203171264017,-0.00106675704962092,-0.00036491210572235,144.018932461088
"24_9",0.3993038,0.181257666666667,"ethanol",26.39,10.43,14.09,"Belgium","ZEE",1947,0.05460107814358,-0.0066755032428919,-0.00727883150312752,-0.00493728201741936,-0.00157527474193968,115.421093075277
"25_1",0.4475191,0.0833184,"dry",26.16,10.33,14.5,"Belgium","ZEE",1948,0.00484900366789882,0.00467784865813696,0.0168339595524596,0.00083534645373922,-0.0190884775640144,117.640863904487
"25_2",0.947369565217391,0.0800449565217391,"dry",27.14,10.67,17.24,"Belgium","ZEE",1948,-0.0211294053427244,-0.00872493595206656,-0.00497863827247065,-0.00119323945180483,-0.00902959866820532,144.474620475491
"25_3",0.486119866666667,0.0817096,"dry",29.69,11.79,16.51,"Belgium","ZEE",1948,0.0276823096844506,-0.00820709678754579,-0.0107235749811999,0.00120869713865462,-0.00668831351133166,152.880030159987
"26_1",0.6074095,0.236746366666667,"ethanol",27.8,12.31,15.92,"Belgium","ZEE",1949,-0.0516176003193586,-0.0283801056764249,-0.00722187381050958,0.00783743560438957,0.00447299723327522,153.918562151448
"26_2",0.781640909090909,0.251206272727273,"ethanol",26.16,10.22,14.94,"Belgium","ZEE",1949,-0.0216968608320504,-0.0203420435289955,0.00565707373914818,0.00332679431425437,0.00906359618155387,119.919932295034
"26_3",0.6689555,0.17024,"ethanol",22.75,9.55,14.31,"Belgium","ZEE",1949,-0.0275549025472355,-0.0191317262073623,-0.0184105657720209,0.0105804984148321,0.0147885953716119,107.332905708977
"26_4",0.403242733333333,0.278701633333333,"ethanol",26.02,10.52,14.62,"Belgium","ZEE",1949,0.0127126645149609,-0.0290431557109029,0.00067714907732662,0.00186867653127381,0.0149363822933753,120.79612248612
"26_5",1.1672622,0.0936461,"ethanol",24.06,9.82,15.82,"Belgium","ZEE",1949,-0.0375442198205244,0.0424171338991515,-0.00904338013890157,0.0131282624590259,0.00990323590500728,122.013489639386
"26_6",0.581387344827586,0.194778862068966,"ethanol",22.81,9.96,14.57,"Belgium","ZEE",1949,-0.0841689176641265,-0.00331935350149814,-0.0295896983795029,-0.0013441781005277,0.00544206359033544,113.97478235738
"26_7",0.801864166666667,0.262817166666667,"ethanol",28.54,11.59,17.98,"Belgium","ZEE",1949,-0.045658077655137,0.0248517496485178,0.0376954235857922,0.0215496478205655,-0.00187599206963275,163.6677095537
"26_8",0.814812448275862,0.14861375862069,"ethanol",27.57,10.99,15.71,"Belgium","ZEE",1949,-0.00886348578242094,0.00584359122322737,-0.0132402932333525,-0.00977500186742237,0.0110441601345158,135.601270565243
"26_9",0.639124033333333,0.0885004,"ethanol",26.79,11.08,15.94,"Belgium","ZEE",1949,-0.0363040361306172,-0.0208099759648487,0.0082282657615219,-0.00329657685485903,0.0282599309851027,138.713253708073
"27_1",0.624418233333333,0.147273933333333,"dry",24.11,10.77,14.04,"Belgium","ZEE",1967,-0.0431411019554145,0.0011006142053765,0.0342968026212902,0.00216845914859521,-0.0226602950411764,118.760684605859
"27_2",0.863197956521739,0.158055695652174,"dry",29,10.92,16.51,"Belgium","ZEE",1967,0.0158052214724042,-0.0123065030435636,-0.00121530449253034,-0.00451246752040594,0.00080357496991126,141.598806560395
"27_3",0.94697535,0.3316188,"dry",26.83,10.67,14.84,"Belgium","ZEE",1967,-0.0638848834790872,-0.0159304013893299,0.0163979660914016,-0.00712604106360389,-0.00142053752316336,124.362144307209
"27_4",0.625180366666667,0.1136541,"dry",25.73,10.76,14.97,"Belgium","ZEE",1967,0.0121433807041372,-0.0152057412483217,-0.0114659628621563,0.00286827591542367,-0.00307822254877001,126.509737045203
"3_1",1.0078839,0.1069878,"ethanol",32.74,12.33,17.51,"Netherland","ZWA",1911,0.0176098765771225,-0.00598762542904016,0.008059115393806,-0.0254108539772316,0.00576064719939584,169.566128300631
"3_10",1.03329826666667,0.1357056,"ethanol",30.49,12.41,16.18,"Netherland","ZWA",1911,-0.0119532209587812,-0.00711777562879849,-0.00506861888220143,0.00460679301521746,0.00534333561304668,157.703081741595
"3_2",1.73542573333333,0.0885379,"ethanol",29.31,12.02,17.85,"Netherland","ZWA",1911,-0.0424265023802219,-0.0167702989684713,0.00484261763380914,0.010198373965261,-0.00353311693147854,168.512673744066
"3_3",0.737808566666667,0.1240639,"ethanol",29.31,11.97,15.26,"Netherland","ZWA",1911,-0.00542243260334222,0.00886512460039472,0.0143001159902345,0.00634447164920163,-0.010851174805552,143.462556402137
"3_4",1.0843967,0.190366766666667,"ethanol",29.44,11.67,18.02,"Netherland","ZWA",1911,-0.043463495172144,0.00732843696878293,-0.0041114554117973,0.00690004137710146,0.00555153249487507,165.164050134605
"3_5",1.13691813333333,0.218527933333333,"ethanol",29.13,12.01,17.16,"Netherland","ZWA",1911,-0.0281017591283717,-0.00945060487768724,0.0123703582805955,-0.0016356475916945,0.0069294131628705,161.863964131642
"3_6",1.88177466666667,0.0319764,"ethanol",33.18,12.87,17.78,"Netherland","ZWA",1911,-0.00116293278946516,0.0209880230381871,0.0156065747793611,-0.00454632648706112,0.00992472911839323,179.721562172809
"3_7",0.647376933333333,0.136199766666667,"ethanol",31.36,12.68,18.21,"Netherland","ZWA",1911,-0.0194723433563942,0.0346245185167856,0.0140647252104003,-0.00210462763818883,-0.00773380056747866,181.350635043328
"3_8",1.26785916666667,0.0824545,"ethanol",31.22,11.65,16.93,"Netherland","ZWA",1911,0.00692854922104428,-0.00169186075657247,0.00857063140564646,-0.00223796624002108,-0.0153490928097359,154.907614058614
"3_9",1.17874806666667,0.1623984,"ethanol",32.84,12.72,17.06,"Netherland","ZWA",1911,-0.0106552212512399,0.00863085159074998,0.0136564624487465,-0.00186182645777892,0.00735677550872987,170.433914731369
"31_1",0.955418043478261,0.116538739130435,"dry",27.41,11.8,15.58,"Belgium","ZEE",1977,-0.0242948737317115,-0.0092947746712367,-0.00832180692153192,0.0239613889640085,0.00766681005602464,144.39073995164
"31_10",NA,NA,"dry",29.21,11.9,15.3,"Belgium","ZEE",1977,0.0311153571094885,0.00544131805718701,0.0147206986005053,-0.0062606975079479,-0.00496086473452557,142.997443609773
"31_2",0.432372966666667,0.113494733333333,"dry",27.73,11.26,16.37,"Belgium","ZEE",1977,0.00241287429783462,-0.0391965330700823,0.00032156698004504,0.00801463120395552,0.00351532352313156,144.769458946031
"31_3",0.750283266666667,0.127667,"dry",32.43,13.87,18.71,"Belgium","ZEE",1977,0.0162578413967628,-0.0191105925932093,0.0134350214123846,0.00066341269821759,0.0149446338021737,203.816870967496
"31_4",0.671676074074074,0.167227074074074,"dry",27.39,10.97,15.27,"Belgium","ZEE",1977,0.0095275728694675,0.0321417993565993,-0.0268607842901886,0.00945716025858976,0.00378629613946012,131.563538607217
"31_5",0.478773766666667,0.205366366666667,"dry",27.5,11.59,15.06,"Belgium","ZEE",1977,-0.0417872085776827,0.00108326169615916,0.00556371980384961,-0.0104359714740497,-0.00567841791385486,137.087636589473
"31_6",0.875944761904762,0.194118285714286,"dry",26.25,10.98,15.77,"Belgium","ZEE",1977,-0.0366389750311159,-0.0117279168898716,-0.0118142515467541,-0.00400314584305195,0.00513794351868059,135.99530482382
"31_7",0.854157344827586,0.151276517241379,"dry",27.05,10.67,14.5,"Belgium","ZEE",1977,-0.0125440360163199,0.051455101514608,0.00994954657202387,0.0092968930752589,-0.00367177171109097,121.512876850036
"31_8",0.878588233333333,0.197089833333333,"dry",31.11,11.9,17.38,"Belgium","ZEE",1977,-0.00217415303074442,0.0211375671905592,0.0109864556366714,-0.0180737161533111,-0.00254249425416801,162.437618950187
"31_9",NA,NA,"dry",27.92,12.34,15.72,"Belgium","ZEE",1977,-0.0181199548167237,-0.00915656847454298,-0.0213801527705247,-0.0127433877830338,-0.0104278717724042,152.355305647021
"32_1",0.652167866666667,0.394311833333333,"dry",30.9,12.33,15.32,"Belgium","ZEE",1978,0.0122238648212608,0.00513892673998776,-0.0137942297654618,-0.00620616713767089,-0.00561635419873219,148.358257313859
"32_2",0.751774695652174,0.322388608695652,"dry",31.93,12.84,17.82,"Belgium","ZEE",1978,-0.0189333850192653,-0.0244688931893037,-0.00557310673256951,-0.0173146197074309,0.00102420925472238,179.706011289174
"32_3",0.615678555555556,0.287572259259259,"dry",30.92,12.71,16.3,"Belgium","ZEE",1978,0.00974162223348699,-0.0164261678911001,0.0291382652150196,0.00218299141727726,0.0097516681828662,162.71329370554
"32_4",1.0918087,0.145133133333333,"dry",30.56,12.41,16.92,"Belgium","ZEE",1978,0.019475302381769,0.0196377091889362,-0.00608384949716518,0.0251472663893708,0.00805492740485814,164.915707235339
"33_1",0.8461853,0.244616066666667,"fresh",34.6,14.39,20.28,"Belgium","ZEE",2019,0.0132562557804822,-0.00416545975800307,0.0278367315688098,-0.00524124383422376,-0.0135912916950438,229.202117705747
"33_2",0.8483213,0.215497,"fresh",30.47,12.04,16.72,"Belgium","ZEE",2019,0.00212070757034949,-0.019066436581438,-0.00655721170570114,-0.0217733919812006,-0.00279695461109571,158.107561795744
"33_3",0.704360566666667,0.225466866666667,"fresh",32.45,14.46,19.21,"Belgium","ZEE",2019,-0.0169344883632889,-0.014528575280985,-0.0164502987326084,0.0118349930826627,-0.00355741831101026,218.165231474788
"33_4",1.1964651,0.0973779,"fresh",32.33,13.84,19.53,"Belgium","ZEE",2019,-0.00062807696329281,-0.0253425087442205,0.0354265096061625,-0.0119166445404665,0.00191133891223254,212.289353655146
"33_5",0.772838466666667,0.1510603,"fresh",36.16,13.9,18.76,"Belgium","ZEE",2019,0.0436933579244606,0.00195355637345137,0.0184116409478936,-0.0241514782415435,-0.00674812123109224,204.803566680172
"33_6",0.824880766666667,0.1979224,"fresh",31.21,12.91,17.62,"Belgium","ZEE",2019,-0.0148123065130304,-0.0242223974979053,0.00516208854905961,0.00444279606134473,0.00726270529456549,178.657818900304
"33_7",1.17690352173913,0.142687739130435,"fresh",35.8,14.88,19.43,"Belgium","ZEE",2019,0.0217976292378059,-0.0398323569287369,0.00964499772624935,0.0172696719613908,-0.0187682353189011,227.073060364409
"33_8",1.07182816666667,0.106110266666667,"fresh",35.25,14.01,20.57,"Belgium","ZEE",2019,0.0444110338188104,-0.0321570961683484,0.00146005278574907,-0.00251230140046001,-0.0170287945329224,226.340519497408
"33_9",1.03757953333333,0.129696566666667,"fresh",33.06,12.99,19.17,"Belgium","ZEE",2019,-0.00550091781576502,0.0259770709862253,0.0194705926763179,-0.0097299665937319,-0.00239744910667816,195.578515472355
"4_1",0.457136166666667,0.156062333333333,"ethanol",27.78,11.13,16.92,"Belgium","ZEE",1911,-0.0232139324464883,0.0158827512751136,-0.00833299097934521,-0.0162114076552214,0.00064561134582448,147.905867971742
"4_2",0.537406166666667,0.148700766666667,"ethanol",32.46,13,16.29,"Belgium","ZEE",1911,0.0144562873614104,-0.0242688858474837,-0.0111323812412362,-0.0096508754678599,0.00027314048948269,166.323769062678
"7_1",0.556645266666667,0.1874344,"dry",25.59,9.19,15.4,"Belgium","KNO",1928,0.00206716352546168,0.0174684367740121,0.0160643067670878,-0.00426537650348907,-0.00596080228713228,111.154260472987
"7_2",1.0310233,0.0514310666666667,"dry",25.56,9.99,15.02,"Belgium","KNO",1928,0.0158511507638755,0.00497829545332832,-0.0071830354228945,0.0124380480823699,0.0131475317530462,117.848837338154
"7_3",0.600126933333333,0.1522811,"dry",29.67,12.99,18.05,"Belgium","KNO",1928,-0.011004693038392,-0.00943920059274363,0.00179975047183139,0.0154474903823013,0.00708678561132956,184.151914672718
"7_4",0.456090666666667,0.249620766666667,"dry",26.73,11.42,14.52,"Belgium","KNO",1928,0.00977267435320472,-0.0218806865426981,-0.00616312723308666,0.00358118406765761,-0.0118904370860063,130.233466817503
"7_5",0.575400433333333,0.140152466666667,"dry",28.42,11.56,16.38,"Belgium","KNO",1928,-0.00295646891840093,-0.0107737977457793,0.00838717122487008,0.00240984141930548,0.00368792561606506,148.717341354164
"8_1",1.010515,0.102118933333333,"ethanol",27.8,10.89,14.36,"Belgium","ZEE",1929,0.0204680263514763,-0.0117377239396046,0.0075596248474659,0.0152890136133998,0.00207111421849721,122.820878951358
"8_2",0.544782066666667,0.0875248,"ethanol",32.43,12.03,17.63,"Belgium","ZEE",1929,0.007690520283966,-0.00519803373414943,0.0170052769000651,-0.00179905505199365,-0.00963235669109713,166.574232536985
"8_3",1.00820056666667,0.0552862333333333,"ethanol",31.18,10.67,16.8,"Belgium","ZEE",1929,0.0357747735104112,0.00557950481628244,-0.0134278704199527,0.00399960415606986,-0.00576428062764338,140.787333177973
"8_4",0.917150833333333,0.387951066666667,"ethanol",30.73,12.07,17.63,"Belgium","ZEE",1929,-0.0183085419652839,0.00911185095421496,0.0123314423089477,0.0225094504182781,0.00581584608453499,167.128095321813
"8_5",0.739285793333333,0.0919914733333333,"ethanol",27.93,12.24,16.94,"Belgium","ZEE",1929,0.00840899059544389,-0.00812623718357563,0.0155903480490926,-0.00521523806539535,-0.0051179192789451,162.848853428542
"9_1",0.516815533333333,0.114652833333333,"ethanol",26.33,9.6,14.67,"Belgium","ZEE",1929,0.0520362831322811,-0.00813698981922124,-0.0102812567076946,0.00496768703198674,0.00421867792324776,110.609194147589
"9_2",0.700353233333333,0.0767041,"ethanol",26.5,10.48,14.52,"Belgium","ZEE",1929,-0.00359307026420264,0.0244523687314062,-0.0144398868035594,0.0106246550032969,-0.00492864665714271,119.513724364924
